gene,rna_log2fc,rna_fdr,atac_log2fc,atac_fdr,sig_rna,sig_atac,sig_both
Napsa,-0.27894479090490815,0.17529553185344263,-0.267683028709583,0.998929231587758,False,False,False
Vrk3,-0.08592785977597765,0.8768190156682321,-0.408704938567116,0.998929231587758,False,False,False
Smg9,-0.18524046253785575,0.7358922217383764,0.747918268124999,0.998929231587758,False,False,False
Paxip1,-0.07473156702226347,0.93661858157313,0.617628725656466,1.0,False,False,False
Rmnd5a,-0.15760377871951534,0.8373869461727518,-0.517559685552426,0.998929231587758,False,False,False
Mov10,0.3399205439581024,0.6432454159251683,-0.25929193596394,0.998929231587758,False,False,False
Ppm1j,1.5419185971289526,0.04827339373893211,-0.453469915519738,0.998929231587758,True,False,False
Rhoc,0.6555990873427264,0.40103174187919377,-0.443871993048703,0.998929231587758,False,False,False
Ppard,-0.4149562079961121,0.8078797347946846,-0.112896733343567,0.998929231587758,False,False,False
Def6,-0.09635704912147629,0.9072495363393885,-0.314402799363844,0.998929231587758,False,False,False
Metrn,0.21611917990334237,0.8289215158211389,-0.32415343244437,0.998929231587758,False,False,False
Lmf1,-0.032469187761619334,0.9654851357466822,-0.184937648668551,0.998929231587758,False,False,False
Ciao3,-0.04423140371782301,0.9489767292288255,-0.301011488433717,0.998929231587758,False,False,False
Angptl4,1.0124361872698284,0.0037362203978241206,0.421078120600971,0.998929231587758,True,False,False
Dbf4,0.00933948081157984,0.9921636672752452,0.138138954392637,0.998929231587758,False,False,False
Daxx,0.28794108220399717,0.5755534790382635,-0.122800387096749,0.998929231587758,False,False,False
Cd320,-0.00880530582360722,0.9931468327995184,-0.840106008415451,0.998929231587758,False,False,False
Ipo4,0.12109580166799909,0.8904941168718458,0.231849149988404,0.998929231587758,False,False,False
Rec8,0.6996106925572917,0.6724597690497878,-0.925145568492364,0.3700193144242,False,False,False
Irf9,-0.031143232876617234,0.9619495120106561,0.0567813175393361,0.998929231587758,False,False,False
Mdp1,-0.20561735351350321,0.5490323075357079,-0.190204449932755,0.998929231587758,False,False,False
Dhrs1,0.19435210068094447,0.608021195951561,0.238050415344845,0.998929231587758,False,False,False
Tmem161a,-0.006638934158114914,0.9928360575967072,-0.14918645146621,0.998929231587758,False,False,False
Armc6,0.03716684810375361,0.9766304940623638,-0.127474156103932,0.998929231587758,False,False,False
Slc25a42,0.02262422626781557,0.9905320816666285,-0.194251149859953,0.998929231587758,False,False,False
Snx9,-0.11209949251991053,0.8127158122862407,-0.173303123564362,0.998929231587758,False,False,False
Ranbp3,0.016968087539407775,0.9850523492138868,-0.022426604607988,0.999675833476755,False,False,False
Ndufa11,0.3394133422599854,0.46276711843618573,-0.203378723372939,0.998929231587758,False,False,False
Nr2f6,0.3459674370148617,0.5851455500571772,-0.304925152745004,0.998929231587758,False,False,False
Use1,-3.949542269565301e-05,0.9998081101197946,-0.55319904312132,1.0,False,False,False
Ocel1,-0.09875434042296832,0.904985034034836,-0.183873378062737,0.998929231587758,False,False,False
Dyrk1b,0.1202915464357063,0.9125918005981518,-0.222561826394454,0.998929231587758,False,False,False
Braf,0.02059837077797643,0.9878416978957014,-0.423287951975476,0.998929231587758,False,False,False
Ndufb2,0.21269977549607538,0.6609385750999945,-0.0792205632127327,0.998929231587758,False,False,False
Hltf,-0.25035127054205447,0.5034563959389813,-0.538831975043824,0.998929231587758,False,False,False
Rgs19,-0.05689817215274196,0.9150689714669089,0.103934483704814,0.998929231587758,False,False,False
Abhd3,-0.4580505842276139,0.8969467267370119,-0.157970922795765,0.998929231587758,False,False,False
Snrpd1,0.05560140466778104,0.9445833627513411,-0.0532086044329469,0.998929231587758,False,False,False
Tchp,-0.5372029508035652,0.4316398891737997,-0.532654753080229,0.998929231587758,False,False,False
Tiam1,0.6087788702770547,0.12130930506444029,-1.51907582304216,0.779165665235984,False,False,False
Tsc2,0.10818623358216595,0.9056706608953998,0.0657009555207262,0.998929231587758,False,False,False
Puf60,-0.04295734415095311,0.9393776862000376,-0.0773765799668773,0.998929231587758,False,False,False
Uck1,0.011812423115854783,0.9897143424920187,-0.123222674692033,0.998929231587758,False,False,False
Scin,-0.14450769606336178,0.8906506731905965,0.745158374581353,1.0,False,False,False
Ikzf4,-1.3455572150825408,0.47840673006872747,0.596906655786258,0.998929231587758,False,False,False
Mien1,0.07311734964498635,0.9147358539833345,-0.163861624658031,0.998929231587758,False,False,False
Axl,-0.36987659238549264,0.8295273807941836,-0.433609988106695,0.998929231587758,False,False,False
Tgfb1,0.6589162373201056,0.008272705623476765,-0.181695073352118,0.998929231587758,True,False,False
Ccdc97,-0.17372393479048803,0.7586973401630358,-0.135629571464272,0.998929231587758,False,False,False
Zfp40,-0.47907576011049985,0.6221351156085422,-0.50961848919287,1.0,False,False,False
Akap8l,-0.18428059097664143,0.6317041397334888,-0.322126304507566,0.998929231587758,False,False,False
Pdcd2l,0.20253049089075736,0.6673934003562255,-0.416070344421213,0.998929231587758,False,False,False
Alkbh7,0.4628255911101481,0.1484352025115647,-0.0702286165557933,0.998929231587758,False,False,False
Dennd1c,-0.20118825042900054,0.5963626649322818,-0.182798719800992,0.998929231587758,False,False,False
Med6,0.09563303327470273,0.8790466720112007,-0.252230078600642,0.998929231587758,False,False,False
Lcp2,-0.053867232193135495,0.9378599385027815,0.57805794564767,0.998929231587758,False,False,False
Cse1l,0.16617417411937224,0.7137721389197537,-0.478686538358144,0.998929231587758,False,False,False
Prkra,0.17252028862487206,0.6796332779576527,-0.30997938081405,0.998929231587758,False,False,False
Fkbp7,0.2643758784760447,0.7780432930826192,-0.348953042001596,0.998929231587758,False,False,False
Plekha3,0.2415553431907658,0.48643410569762613,-0.239161395038352,0.998929231587758,False,False,False
Ykt6,0.11976453842134602,0.816929663180899,0.233389856255386,0.998929231587758,False,False,False
